dimension,k,r,model_volume,euclidean_volume_same_dim,ratio_to_euclidean
3,-1.0,0.9689873417721521,4.594151983511245,3.8110358265649986,1.2054864327140404
3,-1.0,0.9968354430379748,5.056240221724929,4.149149981316414,1.2186207402704492
3,-1.0,1.0246835443037976,5.553451530934213,4.506693322737712,1.232267459362116
3,-1.0,1.0525316455696203,6.087871617720246,4.884208634456492,1.2464397148746487
3,-1.0,1.0803797468354432,6.661701642716068,5.28223870010036,1.2611511938280067
3,-1.0,1.108227848101266,7.277265050525998,5.701326303296915,1.276416164133206
3,-1.0,1.1360759493670887,7.937014779076668,6.142014227673761,1.2922494941993563
3,-1.0,1.1639240506329116,8.64354087076926,6.604845256858507,1.3086666734233872
3,-1.0,1.1917721518987343,9.399578509049471,7.090362174478748,1.3256838335963406
3,-1.0,1.219620253164557,10.208016505331676,7.599107764162088,1.3433177712616973
3,-1.0,1.24746835443038,11.07190626261108,8.131624809536136,1.361585971062857
3,-1.0,1.2753164556962027,11.99447124357678,8.68845609422849,1.3805066301185993
3,-1.0,1.3031645569620254,12.979116972604277,9.270144401866752,1.400098683467179
3,-1.0,1.3310126582278483,14.029441602662104,9.877232516078532,1.4203818306215277
3,-1.0,1.358860759493671,15.149247079920462,10.510263220491423,1.4413765632800333
3,-1.0,1.3867088607594937,16.342550940704335,11.169779298733035,1.4631041942393648
3,-1.0,1.4145569620253167,17.613598777395293,11.856323534430972,1.4855868875579425
3,-1.0,1.4424050632911394,18.966877411962283,12.570438711212828,1.508847690020861
3,-1.0,1.4702531645569623,20.407128817997197,13.312667612706221,1.5329105639593748
3,-1.0,1.498101265822785,21.939364834453354,14.083553022538739,1.557800421480467
3,-1.0,1.5259493670886077,23.568882716742046,14.883637724337992,1.5835431601645198
3,-1.0,1.5537974683544307,25.301281573439997,15.713464501731583,1.6101657002917378
3,-1.0,1.5816455696202534,27.142479739608756,16.573576138347114,1.6376960236606897
3,-1.0,1.609493670886076,29.098733140633545,17.464515417812187,1.66616321406522
3,-1.0,1.637341772151899,31.176654703561784,18.386825123754406,1.6955974994989143
3,-1.0,1.6651898734177217,33.38323487617249,19.341048039801375,1.7260302961594485
3,-1.0,1.6930379746835444,35.72586331744471,20.327726949580697,1.7574942543284031
3,-1.0,1.7208860759493674,38.2123518267275,21.34740463671998,1.7900233062054711
3,-1.0,1.74873417721519,40.85095858275785,22.40062388484681,1.8236527157795817
3,-1.0,1.7765822784810128,43.6504137677375,23.4879274775888,1.8584191308231388
3,-1.0,1.8044303797468357,46.61994665597633,24.60985819857357,1.8943606370994248
3,-1.0,1.8322784810126584,49.76931425115536,25.766958831428695,1.9315168148772879
3,-1.0,1.8601265822784812,53.10883156106729,26.95977215978178,1.9699287978514268
3,-1.0,1.887974683544304,56.64940360377274,28.188840967260468,2.009639334570988
3,-1.0,1.9158227848101268,60.40255924448378,29.454708037492306,2.0506928524838397
3,-1.0,1.9436708860759495,64.38048696816621,30.75791615410493,2.0931355247086216
3,-1.0,1.9715189873417724,68.5960726988582,32.099008100725946,2.137015339651783
3,-1.0,1.9993670886075952,73.06293978305405,33.478526660982936,2.1823821735920115
3,-1.0,2.027215189873418,77.79549126121672,34.89701461850351,2.22928786635998
3,-1.0,2.0550632911392404,82.80895455858182,36.355014756915274,2.2777863002470737
3,-1.0,2.0829113924050633,88.11942873392339,37.85306985984584,2.3279334822827566
3,-1.0,2.1107594936708862,93.74393443288793,39.391722710922814,2.3797876300264966
3,-1.0,2.1386075949367087,99.70046670089631,40.97151609377377,2.4334092610267666
3,-1.0,2.1664556962025316,106.00805081948523,42.59299279202634,2.4888612861064456
3,-1.0,2.1943037974683546,112.68680133934002,44.25669558930812,2.546209106641115
3,-1.0,2.222151898734177,119.7579844931929,45.96316726924669,2.605520716004297
3,-1.0,2.25,127.24408418224519,47.712950615469694,2.666866805361427
3,0.0,0.05,0.0005235989093604357,0.0005235989093604357,1.0
3,0.0,0.07784810126582278,0.0019762086400159536,0.0019762086400159536,1.0
3,0.0,0.10569620253164558,0.004946145329652589,0.004946145329652589,1.0
3,0.0,0.13354430379746834,0.00997619260587334,0.00997619260587334,1.0
3,0.0,0.16139240506329117,0.01760913409628122,0.01760913409628122,1.0
3,0.0,0.18924050632911393,0.028387753428479216,0.028387753428479216,1.0
3,0.0,0.2170886075949367,0.04285483423007032,0.04285483423007032,1.0
3,0.0,0.24493670886075952,0.06155316012865758,0.06155316012865758,1.0
3,0.0,0.2727848101265823,0.08502551475184392,0.08502551475184392,1.0
3,0.0,0.30063291139240506,0.1138146817272324,0.1138146817272324,1.0
3,0.0,0.3284810126582279,0.14846344468242603,0.14846344468242603,1.0
3,0.0,0.35632911392405064,0.18951458724502776,0.18951458724502776,1.0
3,0.0,0.3841772151898734,0.2375108930426406,0.2375108930426406,1.0
3,0.0,0.41202531645569623,0.29299514570286767,0.29299514570286767,1.0
3,0.0,0.439873417721519,0.35651012885331174,0.35651012885331174,1.0
3,0.0,0.4677215189873418,0.4285986261215761,0.4285986261215761,1.0
3,0.0,0.4955696202531646,0.5098034211352634,0.5098034211352634,1.0
3,0.0,0.5234177215189874,0.6006672975219769,0.6006672975219769,1.0
3,0.0,0.5512658227848102,0.7017330389093198,0.7017330389093198,1.0
3,0.0,0.579113924050633,0.8135434289248948,0.8135434289248948,1.0
3,0.0,0.6069620253164558,0.936641251196305,0.936641251196305,1.0
3,0.0,0.6348101265822785,1.0715692893511526,1.0715692893511526,1.0
3,0.0,0.6626582278481014,1.218870327017042,1.218870327017042,1.0
3,0.0,0.6905063291139242,1.3790871478215756,1.3790871478215756,1.0
3,0.0,0.7183544303797469,1.5527625353923558,1.5527625353923558,1.0
3,0.0,0.7462025316455697,1.740439273356987,1.740439273356987,1.0
3,0.0,0.7740506329113925,1.9426601453430707,1.9426601453430707,1.0
